airportcode,passengers2019,quarter,fareinflationadj,winter,spring,summer,fall,northeast,midwest,south,west
HOU," 235,116 ",17,337.06,1,0,0,0,0,0,1,0
CMH," 231,767 ",17,362.18,1,0,0,0,0,1,0,0
BDL," 206,307 ",17,369.59,1,0,0,0,1,0,0,0
SJU," 200,811 ",17,288.83,1,0,0,0,0,0,1,0
MKE," 196,915 ",17,352.49,1,0,0,0,0,1,0,0
RSW," 178,463 ",17,294.89,1,0,0,0,0,0,1,0
JAX," 172,463 ",17,345.64,1,0,0,0,0,0,1,0
BUR," 167,487 ",17,265.87,1,0,0,0,0,0,0,1
PBI," 158,587 ",17,346.06,1,0,0,0,0,0,1,0
ONT," 157,682 ",17,323.94,1,0,0,0,0,0,0,1
BUF," 144,958 ",17,312.51,1,0,0,0,1,0,0,0
OMA," 140,073 ",17,360.01,1,0,0,0,0,1,0,0
ABQ," 128,946 ",17,357.02,1,0,0,0,0,0,0,1
RIC," 126,251 ",17,390.01,1,0,0,0,0,0,1,0
MEM," 124,411 ",17,388.94,1,0,0,0,0,0,1,0
PVD," 117,256 ",17,336.32,1,0,0,0,1,0,0,0
OKC," 117,098 ",17,385.00,1,0,0,0,0,0,1,0
BOI," 112,882 ",17,351.58,1,0,0,0,0,0,0,1
ORF," 109,959 ",17,396.74,1,0,0,0,0,0,1,0
GRR," 108,277 ",17,378.46,1,0,0,0,0,1,0,0
SDF," 107,604 ",17,383.65,1,0,0,0,0,0,1,0
GEG," 107,090 ",17,356.77,1,0,0,0,0,0,0,1
CHS," 106,675 ",17,368.52,1,0,0,0,0,0,1,0
ANC," 106,205 ",17,484.89,1,0,0,0,0,0,0,1
RNO," 101,528 ",17,345.96,1,0,0,0,0,0,0,1
LGB," 99,852 ",17,219.18,1,0,0,0,0,0,0,1
OGG," 99,815 ",17,307.13,1,0,0,0,0,0,0,1
ELP," 97,152 ",17,372.31,1,0,0,0,0,0,1,0
TUS," 96,391 ",17,370.77,1,0,0,0,0,0,0,1
ALB," 89,018 ",17,377.61,1,0,0,0,1,0,0,0
DSM," 83,986 ",17,377.90,1,0,0,0,0,1,0,0
BHM," 83,344 ",17,449.60,1,0,0,0,0,0,1,0
TUL," 81,978 ",17,398.22,1,0,0,0,0,0,1,0
SYR," 77,477 ",17,357.53,1,0,0,0,1,0,0,0
ROC," 76,097 ",17,358.84,1,0,0,0,1,0,0,0
GSP," 68,771 ",17,411.85,1,0,0,0,0,0,1,0
MSN," 67,555 ",17,436.85,1,0,0,0,0,1,0,0
TYS," 65,985 ",17,423.85,1,0,0,0,0,0,1,0
LIT," 59,997 ",17,412.30,1,0,0,0,0,0,1,0
KOA," 58,932 ",17,304.18,1,0,0,0,0,0,0,1
PWM," 58,841 ",17,350.87,1,0,0,0,1,0,0,0
SAV," 58,711 ",17,396.40,1,0,0,0,0,0,1,0
GSO," 56,458 ",17,424.02,1,0,0,0,0,0,1,0
HPN," 55,315 ",17,417.25,1,0,0,0,1,0,0,0
SFB," 52,979 ",17,121.75,1,0,0,0,0,0,1,0
PNS," 51,668 ",17,402.19,1,0,0,0,0,0,1,0
LIH," 50,998 ",17,266.77,1,0,0,0,0,0,0,1
FAT," 50,668 ",17,383.19,1,0,0,0,0,0,0,1
MHT," 50,192 ",17,378.30,1,0,0,0,1,0,0,0
ICT," 49,142 ",17,393.45,1,0,0,0,0,1,0,0
DAY," 46,771 ",17,434.94,1,0,0,0,0,1,0,0
XNA," 46,289 ",17,527.58,1,0,0,0,0,0,1,0
ISP," 46,103 ",17,266.83,1,0,0,0,1,0,0,0
PIE," 44,522 ",17,128.09,1,0,0,0,0,0,1,0
LAX," 1,401,452 ",18,366.59,0,1,0,0,0,0,0,1
ORD," 1,118,136 ",18,349.54,0,1,0,0,0,1,0,0
DEN," 1,035,031 ",18,302.35,0,1,0,0,0,0,0,1
ATL," 980,434 ",18,377.72,0,1,0,0,0,0,1,0
BOS," 935,978 ",18,348.44,0,1,0,0,1,0,0,0
SFO," 912,366 ",18,407.43,0,1,0,0,0,0,0,1
SEA," 902,901 ",18,342.65,0,1,0,0,0,0,0,1
EWR," 849,241 ",18,420.56,0,1,0,0,1,0,0,0
DFW," 819,377 ",18,411.18,0,1,0,0,0,0,1,0
JFK," 760,592 ",18,405.19,0,1,0,0,1,0,0,0
LGA," 720,310 ",18,337.39,0,1,0,0,1,0,0,0
MCO," 709,887 ",18,260.51,0,1,0,0,0,0,1,0
PHX," 701,600 ",18,361.97,0,1,0,0,0,0,0,1
MSP," 644,236 ",18,366.18,0,1,0,0,0,1,0,0
LAS," 631,585 ",18,251.31,0,1,0,0,0,0,0,1
PHL," 607,992 ",18,381.92,0,1,0,0,1,0,0,0
SAN," 568,746 ",18,336.89,0,1,0,0,0,0,0,1
DTW," 565,317 ",18,381.14,0,1,0,0,0,1,0,0
FLL," 536,275 ",18,266.55,0,1,0,0,0,0,1,0
BWI," 536,148 ",18,335.01,0,1,0,0,0,0,1,0
DCA," 516,863 ",18,384.20,0,1,0,0,0,0,1,0
IAH," 498,139 ",18,412.85,0,1,0,0,0,0,1,0
PDX," 481,330 ",18,344.34,0,1,0,0,0,0,0,1
TPA," 452,816 ",18,317.78,0,1,0,0,0,0,1,0
AUS," 412,378 ",18,348.12,0,1,0,0,0,0,1,0
SLC," 391,333 ",18,379.25,0,1,0,0,0,0,0,1
CLT," 386,574 ",18,428.22,0,1,0,0,0,0,1,0
SJC," 384,362 ",18,302.45,0,1,0,0,0,0,0,1
RDU," 364,230 ",18,343.35,0,1,0,0,0,0,1,0
MIA," 353,159 ",18,350.46,0,1,0,0,0,0,1,0
SMF," 353,135 ",18,351.05,0,1,0,0,0,0,0,1
BNA," 351,195 ",18,349.60,0,1,0,0,0,0,1,0
MDW," 339,365 ",18,317.30,0,1,0,0,0,1,0,0
OAK," 330,576 ",18,299.96,0,1,0,0,0,0,0,1
STL," 315,638 ",18,378.16,0,1,0,0,0,1,0,0
MCI," 299,998 ",18,369.42,0,1,0,0,0,1,0,0
HNL," 295,221 ",18,356.38,0,1,0,0,0,0,0,1
IAD," 283,462 ",18,465.94,0,1,0,0,0,0,1,0
DAL," 279,833 ",18,327.76,0,1,0,0,0,0,1,0
CLE," 275,412 ",18,318.54,0,1,0,0,0,1,0,0
MSY," 267,473 ",18,308.01,0,1,0,0,0,0,1,0
IND," 266,197 ",18,360.32,0,1,0,0,0,1,0,0
PIT," 264,483 ",18,360.13,0,1,0,0,1,0,0,0
SNA," 253,110 ",18,391.41,0,1,0,0,0,0,0,1
CVG," 250,926 ",18,326.25,0,1,0,0,0,1,0,0
SAT," 238,614 ",18,370.15,0,1,0,0,0,0,1,0
HOU," 235,116 ",18,349.03,0,1,0,0,0,0,1,0
CMH," 231,767 ",18,363.54,0,1,0,0,0,1,0,0
BDL," 206,307 ",18,385.68,0,1,0,0,1,0,0,0
SJU," 200,811 ",18,298.02,0,1,0,0,0,0,1,0
MKE," 196,915 ",18,349.86,0,1,0,0,0,1,0,0
RSW," 178,463 ",18,315.69,0,1,0,0,0,0,1,0
JAX," 172,463 ",18,351.34,0,1,0,0,0,0,1,0
BUR," 167,487 ",18,283.68,0,1,0,0,0,0,0,1
PBI," 158,587 ",18,343.87,0,1,0,0,0,0,1,0
ONT," 157,682 ",18,351.61,0,1,0,0,0,0,0,1
BUF," 144,958 ",18,321.63,0,1,0,0,1,0,0,0
OMA," 140,073 ",18,376.47,0,1,0,0,0,1,0,0
ABQ," 128,946 ",18,388.31,0,1,0,0,0,0,0,1
RIC," 126,251 ",18,410.01,0,1,0,0,0,0,1,0
MEM," 124,411 ",18,394.24,0,1,0,0,0,0,1,0
PVD," 117,256 ",18,349.87,0,1,0,0,1,0,0,0
OKC," 117,098 ",18,398.73,0,1,0,0,0,0,1,0
BOI," 112,882 ",18,361.76,0,1,0,0,0,0,0,1
ORF," 109,959 ",18,412.63,0,1,0,0,0,0,1,0
GRR," 108,277 ",18,382.83,0,1,0,0,0,1,0,0
SDF," 107,604 ",18,385.65,0,1,0,0,0,0,1,0
GEG," 107,090 ",18,363.36,0,1,0,0,0,0,0,1
CHS," 106,675 ",18,363.98,0,1,0,0,0,0,1,0
ANC," 106,205 ",18,439.40,0,1,0,0,0,0,0,1
RNO," 101,528 ",18,354.38,0,1,0,0,0,0,0,1
LGB," 99,852 ",18,232.38,0,1,0,0,0,0,0,1
OGG," 99,815 ",18,278.85,0,1,0,0,0,0,0,1
ELP," 97,152 ",18,388.91,0,1,0,0,0,0,1,0
TUS," 96,391 ",18,402.13,0,1,0,0,0,0,0,1
ALB," 89,018 ",18,391.96,0,1,0,0,1,0,0,0
DSM," 83,986 ",18,379.02,0,1,0,0,0,1,0,0
BHM," 83,344 ",18,452.97,0,1,0,0,0,0,1,0
TUL," 81,978 ",18,410.29,0,1,0,0,0,0,1,0
SYR," 77,477 ",18,364.40,0,1,0,0,1,0,0,0
ROC," 76,097 ",18,371.38,0,1,0,0,1,0,0,0
GSP," 68,771 ",18,411.04,0,1,0,0,0,0,1,0
MSN," 67,555 ",18,443.09,0,1,0,0,0,1,0,0
TYS," 65,985 ",18,408.08,0,1,0,0,0,0,1,0
LIT," 59,997 ",18,428.07,0,1,0,0,0,0,1,0
KOA," 58,932 ",18,274.52,0,1,0,0,0,0,0,1
PWM," 58,841 ",18,380.55,0,1,0,0,1,0,0,0
SAV," 58,711 ",18,372.75,0,1,0,0,0,0,1,0
GSO," 56,458 ",18,430.34,0,1,0,0,0,0,1,0
HPN," 55,315 ",18,407.98,0,1,0,0,1,0,0,0
SFB," 52,979 ",18,120.20,0,1,0,0,0,0,1,0
PNS," 51,668 ",18,422.23,0,1,0,0,0,0,1,0
LIH," 50,998 ",18,281.16,0,1,0,0,0,0,0,1
FAT," 50,668 ",18,424.39,0,1,0,0,0,0,0,1
MHT," 50,192 ",18,399.34,0,1,0,0,1,0,0,0
ICT," 49,142 ",18,399.69,0,1,0,0,0,1,0,0
DAY," 46,771 ",18,440.89,0,1,0,0,0,1,0,0
XNA," 46,289 ",18,495.45,0,1,0,0,0,0,1,0
ISP," 46,103 ",18,271.90,0,1,0,0,1,0,0,0
PIE," 44,522 ",18,125.88,0,1,0,0,0,0,1,0
LAX," 1,401,452 ",19,353.49,0,0,1,0,0,0,0,1
ORD," 1,118,136 ",19,335.26,0,0,1,0,0,1,0,0
DEN," 1,035,031 ",19,291.03,0,0,1,0,0,0,0,1
ATL," 980,434 ",19,364.05,0,0,1,0,0,0,1,0
BOS," 935,978 ",19,331.19,0,0,1,0,1,0,0,0
SFO," 912,366 ",19,383.92,0,0,1,0,0,0,0,1
SEA," 902,901 ",19,330.01,0,0,1,0,0,0,0,1
EWR," 849,241 ",19,396.70,0,0,1,0,1,0,0,0
DFW," 819,377 ",19,397.66,0,0,1,0,0,0,1,0
JFK," 760,592 ",19,396.71,0,0,1,0,1,0,0,0
LGA," 720,310 ",19,322.52,0,0,1,0,1,0,0,0
MCO," 709,887 ",19,243.85,0,0,1,0,0,0,1,0
PHX," 701,600 ",19,350.91,0,0,1,0,0,0,0,1
MSP," 644,236 ",19,347.57,0,0,1,0,0,1,0,0
LAS," 631,585 ",19,237.33,0,0,1,0,0,0,0,1
PHL," 607,992 ",19,356.15,0,0,1,0,1,0,0,0
SAN," 568,746 ",19,323.79,0,0,1,0,0,0,0,1
DTW," 565,317 ",19,362.03,0,0,1,0,0,1,0,0
FLL," 536,275 ",19,252.06,0,0,1,0,0,0,1,0
BWI," 536,148 ",19,322.76,0,0,1,0,0,0,1,0
DCA," 516,863 ",19,367.28,0,0,1,0,0,0,1,0
IAH," 498,139 ",19,395.68,0,0,1,0,0,0,1,0
PDX," 481,330 ",19,334.08,0,0,1,0,0,0,0,1
TPA," 452,816 ",19,308.64,0,0,1,0,0,0,1,0
AUS," 412,378 ",19,326.39,0,0,1,0,0,0,1,0
SLC," 391,333 ",19,368.58,0,0,1,0,0,0,0,1
CLT," 386,574 ",19,400.99,0,0,1,0,0,0,1,0
SJC," 384,362 ",19,298.03,0,0,1,0,0,0,0,1
RDU," 364,230 ",19,312.82,0,0,1,0,0,0,1,0
MIA," 353,159 ",19,332.53,0,0,1,0,0,0,1,0
SMF," 353,135 ",19,335.09,0,0,1,0,0,0,0,1
BNA," 351,195 ",19,332.77,0,0,1,0,0,0,1,0
MDW," 339,365 ",19,309.19,0,0,1,0,0,1,0,0
OAK," 330,576 ",19,298.98,0,0,1,0,0,0,0,1
STL," 315,638 ",19,367.82,0,0,1,0,0,1,0,0
MCI," 299,998 ",19,361.99,0,0,1,0,0,1,0,0
HNL," 295,221 ",19,335.36,0,0,1,0,0,0,0,1
IAD," 283,462 ",19,451.25,0,0,1,0,0,0,1,0
DAL," 279,833 ",19,325.98,0,0,1,0,0,0,1,0
CLE," 275,412 ",19,309.56,0,0,1,0,0,1,0,0
MSY," 267,473 ",19,285.33,0,0,1,0,0,0,1,0
IND," 266,197 ",19,362.08,0,0,1,0,0,1,0,0
PIT," 264,483 ",19,355.46,0,0,1,0,1,0,0,0
SNA," 253,110 ",19,388.16,0,0,1,0,0,0,0,1
CVG," 250,926 ",19,316.03,0,0,1,0,0,1,0,0
SAT," 238,614 ",19,354.67,0,0,1,0,0,0,1,0
HOU," 235,116 ",19,342.54,0,0,1,0,0,0,1,0
CMH," 231,767 ",19,360.51,0,0,1,0,0,1,0,0
BDL," 206,307 ",19,379.43,0,0,1,0,1,0,0,0
SJU," 200,811 ",19,278.06,0,0,1,0,0,0,1,0
MKE," 196,915 ",19,348.79,0,0,1,0,0,1,0,0
RSW," 178,463 ",19,315.30,0,0,1,0,0,0,1,0
JAX," 172,463 ",19,329.84,0,0,1,0,0,0,1,0
BUR," 167,487 ",19,282.01,0,0,1,0,0,0,0,1
PBI," 158,587 ",19,334.43,0,0,1,0,0,0,1,0
ONT," 157,682 ",19,337.62,0,0,1,0,0,0,0,1
BUF," 144,958 ",19,314.97,0,0,1,0,1,0,0,0
OMA," 140,073 ",19,373.06,0,0,1,0,0,1,0,0
ABQ," 128,946 ",19,365.06,0,0,1,0,0,0,0,1
RIC," 126,251 ",19,392.37,0,0,1,0,0,0,1,0
MEM," 124,411 ",19,390.59,0,0,1,0,0,0,1,0
PVD," 117,256 ",19,335.45,0,0,1,0,1,0,0,0
OKC," 117,098 ",19,391.78,0,0,1,0,0,0,1,0
BOI," 112,882 ",19,346.69,0,0,1,0,0,0,0,1
ORF," 109,959 ",19,395.69,0,0,1,0,0,0,1,0
GRR," 108,277 ",19,379.57,0,0,1,0,0,1,0,0
SDF," 107,604 ",19,379.34,0,0,1,0,0,0,1,0
GEG," 107,090 ",19,350.99,0,0,1,0,0,0,0,1
CHS," 106,675 ",19,338.77,0,0,1,0,0,0,1,0
ANC," 106,205 ",19,416.46,0,0,1,0,0,0,0,1
RNO," 101,528 ",19,352.20,0,0,1,0,0,0,0,1
LGB," 99,852 ",19,236.57,0,0,1,0,0,0,0,1
OGG," 99,815 ",19,261.81,0,0,1,0,0,0,0,1
ELP," 97,152 ",19,371.31,0,0,1,0,0,0,1,0
TUS," 96,391 ",19,398.28,0,0,1,0,0,0,0,1
ALB," 89,018 ",19,393.27,0,0,1,0,1,0,0,0
DSM," 83,986 ",19,388.64,0,0,1,0,0,1,0,0
BHM," 83,344 ",19,443.72,0,0,1,0,0,0,1,0
TUL," 81,978 ",19,403.70,0,0,1,0,0,0,1,0
SYR," 77,477 ",19,352.67,0,0,1,0,1,0,0,0
ROC," 76,097 ",19,369.41,0,0,1,0,1,0,0,0
GSP," 68,771 ",19,408.01,0,0,1,0,0,0,1,0
MSN," 67,555 ",19,442.24,0,0,1,0,0,1,0,0
TYS," 65,985 ",19,385.77,0,0,1,0,0,0,1,0
LIT," 59,997 ",19,420.83,0,0,1,0,0,0,1,0
KOA," 58,932 ",19,255.55,0,0,1,0,0,0,0,1
PWM," 58,841 ",19,376.32,0,0,1,0,1,0,0,0
SAV," 58,711 ",19,340.58,0,0,1,0,0,0,1,0
GSO," 56,458 ",19,409.19,0,0,1,0,0,0,1,0
HPN," 55,315 ",19,380.00,0,0,1,0,1,0,0,0
SFB," 52,979 ",19,122.46,0,0,1,0,0,0,1,0
PNS," 51,668 ",19,406.60,0,0,1,0,0,0,1,0
LIH," 50,998 ",19,282.80,0,0,1,0,0,0,0,1
FAT," 50,668 ",19,412.55,0,0,1,0,0,0,0,1
MHT," 50,192 ",19,394.97,0,0,1,0,1,0,0,0
ICT," 49,142 ",19,394.59,0,0,1,0,0,1,0,0
DAY," 46,771 ",19,447.44,0,0,1,0,0,1,0,0
XNA," 46,289 ",19,470.70,0,0,1,0,0,0,1,0
ISP," 46,103 ",19,251.16,0,0,1,0,1,0,0,0
PIE," 44,522 ",19,128.53,0,0,1,0,0,0,1,0
LAX," 1,401,452 ",20,373.75,0,0,0,1,0,0,0,1
ORD," 1,118,136 ",20,347.13,0,0,0,1,0,1,0,0
DEN," 1,035,031 ",20,311.27,0,0,0,1,0,0,0,1
ATL," 980,434 ",20,369.60,0,0,0,1,0,0,1,0
BOS," 935,978 ",20,346.16,0,0,0,1,1,0,0,0
SFO," 912,366 ",20,422.09,0,0,0,1,0,0,0,1
SEA," 902,901 ",20,351.60,0,0,0,1,0,0,0,1
EWR," 849,241 ",20,413.79,0,0,0,1,1,0,0,0
DFW," 819,377 ",20,403.17,0,0,0,1,0,0,1,0
JFK," 760,592 ",20,430.02,0,0,0,1,1,0,0,0
LGA," 720,310 ",20,355.81,0,0,0,1,1,0,0,0
MCO," 709,887 ",20,253.27,0,0,0,1,0,0,1,0
PHX," 701,600 ",20,347.63,0,0,0,1,0,0,0,1
MSP," 644,236 ",20,364.53,0,0,0,1,0,1,0,0
LAS," 631,585 ",20,242.39,0,0,0,1,0,0,0,1
PHL," 607,992 ",20,372.16,0,0,0,1,1,0,0,0
SAN," 568,746 ",20,339.29,0,0,0,1,0,0,0,1
DTW," 565,317 ",20,383.67,0,0,0,1,0,1,0,0
FLL," 536,275 ",20,251.32,0,0,0,1,0,0,1,0
BWI," 536,148 ",20,325.56,0,0,0,1,0,0,1,0
DCA," 516,863 ",20,378.74,0,0,0,1,0,0,1,0
IAH," 498,139 ",20,408.30,0,0,0,1,0,0,1,0
PDX," 481,330 ",20,349.78,0,0,0,1,0,0,0,1
TPA," 452,816 ",20,308.20,0,0,0,1,0,0,1,0
AUS," 412,378 ",20,346.63,0,0,0,1,0,0,1,0
SLC," 391,333 ",20,376.86,0,0,0,1,0,0,0,1
CLT," 386,574 ",20,398.01,0,0,0,1,0,0,1,0
SJC," 384,362 ",20,305.74,0,0,0,1,0,0,0,1
RDU," 364,230 ",20,331.78,0,0,0,1,0,0,1,0
MIA," 353,159 ",20,325.84,0,0,0,1,0,0,1,0
SMF," 353,135 ",20,338.94,0,0,0,1,0,0,0,1
BNA," 351,195 ",20,333.81,0,0,0,1,0,0,1,0
MDW," 339,365 ",20,308.86,0,0,0,1,0,1,0,0
OAK," 330,576 ",20,310.86,0,0,0,1,0,0,0,1
STL," 315,638 ",20,364.44,0,0,0,1,0,1,0,0
MCI," 299,998 ",20,373.64,0,0,0,1,0,1,0,0
HNL," 295,221 ",20,341.79,0,0,0,1,0,0,0,1
IAD," 283,462 ",20,467.58,0,0,0,1,0,0,1,0
DAL," 279,833 ",20,324.47,0,0,0,1,0,0,1,0
CLE," 275,412 ",20,322.74,0,0,0,1,0,1,0,0
MSY," 267,473 ",20,291.80,0,0,0,1,0,0,1,0
IND," 266,197 ",20,364.98,0,0,0,1,0,1,0,0
PIT," 264,483 ",20,361.63,0,0,0,1,1,0,0,0
SNA," 253,110 ",20,403.39,0,0,0,1,0,0,0,1
CVG," 250,926 ",20,337.45,0,0,0,1,0,1,0,0
SAT," 238,614 ",20,365.62,0,0,0,1,0,0,1,0
HOU," 235,116 ",20,338.22,0,0,0,1,0,0,1,0
CMH," 231,767 ",20,362.88,0,0,0,1,0,1,0,0
BDL," 206,307 ",20,387.52,0,0,0,1,1,0,0,0
SJU," 200,811 ",20,270.04,0,0,0,1,0,0,1,0
MKE," 196,915 ",20,354.97,0,0,0,1,0,1,0,0
RSW," 178,463 ",20,317.17,0,0,0,1,0,0,1,0
JAX," 172,463 ",20,346.51,0,0,0,1,0,0,1,0
BUR," 167,487 ",20,290.54,0,0,0,1,0,0,0,1
PBI," 158,587 ",20,336.24,0,0,0,1,0,0,1,0
ONT," 157,682 ",20,334.27,0,0,0,1,0,0,0,1
BUF," 144,958 ",20,325.69,0,0,0,1,1,0,0,0
OMA," 140,073 ",20,381.57,0,0,0,1,0,1,0,0
ABQ," 128,946 ",20,370.92,0,0,0,1,0,0,0,1
RIC," 126,251 ",20,394.26,0,0,0,1,0,0,1,0
MEM," 124,411 ",20,382.32,0,0,0,1,0,0,1,0
PVD," 117,256 ",20,339.13,0,0,0,1,1,0,0,0
OKC," 117,098 ",20,392.91,0,0,0,1,0,0,1,0
BOI," 112,882 ",20,355.47,0,0,0,1,0,0,0,1
ORF," 109,959 ",20,410.88,0,0,0,1,0,0,1,0
GRR," 108,277 ",20,371.33,0,0,0,1,0,1,0,0
SDF," 107,604 ",20,380.28,0,0,0,1,0,0,1,0
GEG," 107,090 ",20,354.12,0,0,0,1,0,0,0,1
CHS," 106,675 ",20,356.03,0,0,0,1,0,0,1,0
ANC," 106,205 ",20,496.87,0,0,0,1,0,0,0,1
RNO," 101,528 ",20,344.31,0,0,0,1,0,0,0,1
LGB," 99,852 ",20,243.18,0,0,0,1,0,0,0,1
OGG," 99,815 ",20,259.74,0,0,0,1,0,0,0,1
ELP," 97,152 ",20,374.36,0,0,0,1,0,0,1,0
TUS," 96,391 ",20,392.64,0,0,0,1,0,0,0,1
ALB," 89,018 ",20,394.17,0,0,0,1,1,0,0,0
DSM," 83,986 ",20,394.54,0,0,0,1,0,1,0,0
BHM," 83,344 ",20,446.43,0,0,0,1,0,0,1,0
TUL," 81,978 ",20,409.44,0,0,0,1,0,0,1,0
SYR," 77,477 ",20,366.09,0,0,0,1,1,0,0,0
ROC," 76,097 ",20,375.27,0,0,0,1,1,0,0,0
GSP," 68,771 ",20,397.63,0,0,0,1,0,0,1,0
MSN," 67,555 ",20,459.38,0,0,0,1,0,1,0,0
TYS," 65,985 ",20,406.36,0,0,0,1,0,0,1,0
LIT," 59,997 ",20,415.90,0,0,0,1,0,0,1,0
KOA," 58,932 ",20,259.93,0,0,0,1,0,0,0,1
PWM," 58,841 ",20,370.31,0,0,0,1,1,0,0,0
SAV," 58,711 ",20,370.11,0,0,0,1,0,0,1,0
GSO," 56,458 ",20,416.41,0,0,0,1,0,0,1,0
HPN," 55,315 ",20,426.89,0,0,0,1,1,0,0,0
SFB," 52,979 ",20,131.73,0,0,0,1,0,0,1,0
PNS," 51,668 ",20,424.85,0,0,0,1,0,0,1,0
LIH," 50,998 ",20,257.61,0,0,0,1,0,0,0,1
FAT," 50,668 ",20,407.13,0,0,0,1,0,0,0,1
MHT," 50,192 ",20,391.33,0,0,0,1,1,0,0,0
ICT," 49,142 ",20,397.77,0,0,0,1,0,1,0,0
DAY," 46,771 ",20,442.43,0,0,0,1,0,1,0,0
XNA," 46,289 ",20,471.47,0,0,0,1,0,0,1,0
ISP," 46,103 ",20,267.68,0,0,0,1,1,0,0,0
PIE," 44,522 ",20,135.29,0,0,0,1,0,0,1,0
